9,1
100,6
2
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
